customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
6195-MELTI,2021-08-01,62.30100000,357355.80000000,0,California,Pleasant Hill,94523,37.95338000,-122.07688600,Male,No,No,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,4223
1448-CYWKC,2021-08-01,119.92800000,709695.60000000,0,California,Coronado,92118,32.68674000,-117.18661200,Female,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),4605
4220-TINQT,2021-08-01,121.23900000,769653.90000000,0,California,Raisin City,93652,36.59454200,-119.90524500,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5632
1897-OKVMW,2021-08-01,91.92276000,590238.47700000,3,California,Lathrop,95330,37.80821000,-121.30840100,Female,No,Yes,Yes,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,5240
3836-FZSDJ,2021-08-01,25.21281000,192875.46000000,3,California,Fresno,93720,36.87870900,-119.76450000,Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),4367
8404-VLQFB,2021-08-01,22.74015000,35560.19100000,6,California,California Hot Springs,93207,35.86579500,-118.69759000,Female,No,Yes,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,4667
2371-JQHZZ,2021-08-01,83.75580000,202459.38300000,6,California,Bakersfield,93307,35.28011300,-118.96232900,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5886
0827-ITJPH,2021-08-01,16.70613000,62051.34000000,6,California,Los Angeles,90047,33.95814900,-118.30844100,Male,No,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),5703
5797-APWZC,2021-08-01,0.00000000,0.00000000,0,California,San Francisco,94105,37.78916800,-122.39500900,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,2540
6496-SLWHQ,2021-08-01,0.00000000,0.00000000,0,California,Moraga,94556,37.82794600,-122.10718500,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5960
6923-EFPNL,2021-08-01,0.00000000,0.00000000,0,California,Silverado,92676,33.78234600,-117.63526300,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),3865
9274-CNFMO,2021-08-01,0.00000000,0.00000000,0,California,Pacoima,91331,34.25544200,-118.42131400,Male,Yes,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,3716
8676-TRMJS,2021-08-01,0.00000000,0.00000000,8,California,Torrance,90504,33.86725700,-118.33079400,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,3190
4652-NNHNY,2021-08-01,0.00000000,0.00000000,8,California,Fellows,93224,35.21573100,-119.57013000,Male,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),3226
5373-SFODM,2021-08-01,0.00000000,0.00000000,8,California,San Lucas,93954,36.12552900,-120.86444300,Male,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3041
7363-QTBIW,2021-08-01,90.91500000,87677.40000000,0,California,Scotts Valley,95066,37.07017700,-122.01007700,Female,No,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4654
6713-OKOMC,2021-08-01,33.91500000,34416.60000000,0,California,Los Angeles,90008,34.00829300,-118.34676600,Female,No,No,No,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,2013
7703-ZEKEF,2021-08-01,0.00000000,0.00000000,8,California,Heber,92249,32.73058300,-115.50108300,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,5701
2889-FPWRM,2021-08-01,0.00000000,0.00000000,8,California,Mckinleyville,95519,40.96501100,-124.01525500,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4432
8272-ONJLV,2021-08-01,109.09800000,134976.00000000,0,California,San Diego,92123,32.80881400,-117.13469400,Male,No,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,5527
9705-ZJBCG,2021-08-01,61.73100000,79919.70000000,0,California,Frazier Park,93222,34.90791100,-119.23428100,Female,No,Yes,Yes,13,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),4977
5840-NVDCG,2021-08-01,77.80500000,127092.90000000,0,California,Pacoima,91331,34.25544200,-118.42131400,Female,No,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),3559
3657-COGMW,2021-08-01,123.23400000,665680.20000000,0,California,San Luis Obispo,93405,35.23654900,-120.72734400,Female,Yes,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),4251
9173-IVZVP,2021-08-01,23.82600000,130649.70000000,0,California,Sherman Oaks,91403,34.14714900,-118.46336500,Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4254
1303-SRDOK,2021-08-01,78.71700000,438056.40000000,0,California,Rio Dell,95562,40.48584900,-124.16323400,Female,No,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),4318
7622-FWGEW,2021-08-01,97.64100000,549987.30000000,0,California,Costa Mesa,92626,33.67859100,-117.90547100,Male,Yes,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),6500
8406-LNMHF,2021-08-01,94.56300000,558959.10000000,0,California,Trona,93562,35.74837000,-117.38494800,Male,Yes,Yes,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),5295
3050-RLLXC,2021-08-01,82.43625000,468785.78400000,3,California,Kyburz,95720,38.76603600,-120.20967300,Female,No,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),5907
6352-GIGGQ,2021-08-01,90.09648000,598933.59900000,3,California,Vidal,92280,34.26412400,-114.71796400,Male,No,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4081
3865-YIOTT,2021-08-01,107.64906000,796308.81000000,3,California,San Francisco,94110,37.75002100,-122.41520100,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),6283
3077-RSNTJ,2021-08-01,17.74182000,10221.81000000,6,California,Long Beach,90807,33.83009900,-118.18223900,Female,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4293
5366-OBVMR,2021-08-01,45.30018000,81842.02500000,6,California,Los Angeles,90027,34.12719400,-118.29564700,Female,No,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,3740
8731-WBBMB,2021-08-01,73.75914000,187194.21300000,6,California,San Diego,92117,32.82508600,-117.19942400,Female,No,Yes,No,26,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),3350
8219-VYBVI,2021-08-01,22.51500000,90451.76100000,6,California,Rancho Santa Fe,92067,33.01275100,-117.20061700,Male,No,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4295
6996-KNSML,2021-08-01,0.00000000,0.00000000,0,California,Cotati,94931,38.32621500,-122.71874200,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,5919
7854-EDSSA,2021-08-01,0.00000000,0.00000000,8,California,Santa Rosa,95404,38.52694100,-122.70909600,Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,2195
1043-YCUTE,2021-08-01,0.00000000,0.00000000,8,California,Hayward,94544,37.63921500,-122.03755400,Male,No,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),6484
6439-LAJXL,2021-08-01,78.60300000,67698.90000000,0,California,Echo Lake,95721,38.85184200,-120.07620400,Male,No,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,2452
8229-MYEJZ,2021-08-01,58.36800000,56800.50000000,0,California,Upland,91786,34.10549300,-117.66093400,Female,No,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,5765
9700-ISPUP,2021-08-01,74.67000000,70326.60000000,0,California,Valley Center,92082,33.25283000,-116.98607900,Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,3137
9367-TCUYN,2021-08-01,22.91400000,25490.40000000,0,California,Los Angeles,90066,34.00202800,-118.43065600,Female,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5179
7901-HXJVA,2021-08-01,87.15300000,127400.70000000,0,California,Chico,95928,39.68148800,-121.83721000,Male,No,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,2292
2506-TNFCO,2021-08-01,0.00000000,0.00000000,8,California,Riverside,92509,34.00437900,-117.44786400,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5948
5959-BELXA,2021-08-01,0.00000000,0.00000000,8,California,Yucaipa,92399,34.04597000,-117.01182500,Male,Yes,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),2246
4298-OYIFC,2021-08-01,117.93300000,175537.20000000,0,California,Loyalton,96118,39.63747100,-120.22633800,Male,No,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,5640
2625-TRCZQ,2021-08-01,56.60100000,291081.90000000,0,California,Auburn,95602,38.99003000,-121.11440800,Female,No,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,5528
4062-HBMOS,2021-08-01,117.47700000,611587.20000000,0,California,Redding,96003,40.67764900,-122.29467000,Male,No,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5432
2651-ZCBXV,2021-08-01,123.12000000,656714.10000000,0,California,Burbank,91501,34.18833900,-118.30094200,Male,No,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),6370
3807-BPOMJ,2021-08-01,108.01500000,601475.40000000,0,California,Dobbins,95935,39.38117400,-121.21191000,Female,No,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,6021
4369-NYSCF,2021-08-01,86.35500000,488450.10000000,0,California,Oakland,94606,37.79248900,-122.24431400,Male,No,No,No,56,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),6487
4560-WQAQW,2021-08-01,78.31800000,464088.30000000,0,California,Mount Laguna,91948,32.83085200,-116.44460100,Female,No,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),4244
0924-BJCRC,2021-08-01,101.97300000,603584.40000000,0,California,Felton,95018,37.08911100,-122.06221300,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,4340
6701-DHKWQ,2021-08-01,52.09971000,329176.82400000,3,California,Montrose,91020,34.21120000,-118.23062500,Female,No,Yes,No,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),4159
2007-QVGAW,2021-08-01,19.63251000,131152.26900000,3,California,Cypress,90630,33.81847700,-118.03830700,Female,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),6303
3258-SYSWS,2021-08-01,115.46148000,796034.86800000,3,California,Lakeside,92040,32.90987300,-116.90677400,Male,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),4598
1345-GKDZZ,2021-08-01,17.60673000,11581.71600000,6,California,Riverside,92507,33.97632800,-117.31978600,Male,No,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2309
1498-DQNRX,2021-08-01,17.87691000,51608.88300000,6,California,Westwood,96137,40.27153500,-121.01808700,Female,No,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2712
5136-RGMZO,2021-08-01,63.98763000,195263.58900000,6,California,Gardena,90247,33.89085300,-118.29796700,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,4443
6743-HHQPF,2021-08-01,22.60506000,98809.32900000,6,California,Capay,95607,38.68165100,-122.13056900,Male,No,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4959
4603-JANFB,2021-08-01,0.00000000,0.00000000,0,California,Glencoe,95232,38.35846400,-120.57930400,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4548
3097-NQYSN,2021-08-01,0.00000000,0.00000000,8,California,San Jose,95139,37.21870500,-121.76242900,Male,Yes,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,5204
6235-VDHOM,2021-08-01,0.00000000,0.00000000,8,California,Riverside,92509,34.00437900,-117.44786400,Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,4099
3589-PPVKW,2021-08-01,50.61600000,39689.10000000,0,California,Pomona,91766,34.04228600,-117.75610600,Male,No,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5457
7766-CLTIC,2021-08-01,69.48300000,71768.70000000,0,California,Kenwood,95452,38.41952500,-122.52158500,Female,No,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,4323
8084-OIVBS,2021-08-01,22.80000000,24162.30000000,0,California,Clarksburg,95612,38.38464800,-121.57870100,Female,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,3731
2788-CJQAQ,2021-08-01,22.17300000,30802.80000000,0,California,Winton,95388,37.42129900,-120.59958700,Male,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,3799
9274-UARKJ,2021-08-01,94.84800000,128820.00000000,0,California,Modesto,95351,37.62145800,-121.01229500,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4096
0106-GHRQR,2021-08-01,81.39600000,138179.40000000,0,California,Rancho Palos Verdes,90275,33.75314600,-118.36745900,Male,No,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),3360
2263-SFSQZ,2021-08-01,28.44300000,139336.50000000,0,California,San Jose,95138,37.24606400,-121.74949400,Male,No,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,5461
0320-DWVTU,2021-08-01,113.43000000,618364.50000000,0,California,Riverdale,93656,36.45221100,-119.94575000,Female,No,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,4754
4176-FXYBO,2021-08-01,124.88700000,697560.30000000,0,California,Whittier,90603,33.94531800,-117.99206600,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,6130
3164-YAXFY,2021-08-01,61.27500000,364344.00000000,0,California,Coulterville,95311,37.72212700,-120.11017400,Male,No,No,No,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5594
8421-WZOOW,2021-08-01,108.64200000,634689.30000000,0,California,Rio Vista,94571,38.14886200,-121.73769600,Female,Yes,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),4912
3716-LRGXK,2021-08-01,115.31100000,691683.60000000,0,California,San Jose,95136,37.27093800,-121.85104600,Male,No,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),5301
5574-NXZIU,2021-08-01,110.79432000,715267.63500000,3,California,Los Alamos,93440,34.75869900,-120.27583900,Male,No,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),4273
1642-HMARX,2021-08-01,93.03882000,651850.06200000,3,California,Topanga,90290,34.11519200,-118.61017000,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4113
0139-IVFJG,2021-08-01,81.36921000,17156.43000000,6,California,Inyokern,93527,36.04131500,-118.18823500,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,5361
5057-RKGLH,2021-08-01,18.32721000,17210.46600000,6,California,Daggett,92327,34.87514400,-116.82169800,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5352
4500-HKANN,2021-08-01,53.76582000,127362.85200000,6,California,Anaheim,92807,33.84873300,-117.78835700,Male,No,Yes,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,3464
2245-ADZFJ,2021-08-01,72.54333000,222592.29600000,6,California,Castella,96017,41.12110800,-122.33661300,Female,No,Yes,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),3491
7078-NVFAM,2021-08-01,31.65609000,94657.56300000,6,California,Pomona,91767,34.08308600,-117.73799700,Female,No,Yes,Yes,32,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3163
7665-TOALD,2021-08-01,0.00000000,0.00000000,0,California,Trona,93562,35.74837000,-117.38494800,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2412
3506-LCJDC,2021-08-01,0.00000000,0.00000000,0,California,Modesto,95358,37.61261200,-121.10856800,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),4860
6653-CBBOM,2021-08-01,0.00000000,0.00000000,0,California,Compton,90221,33.88581100,-118.20645900,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5963
1794-HBQTJ,2021-08-01,0.00000000,0.00000000,0,California,Corcoran,93212,36.04533000,-119.53242400,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),4207
3776-EKTKM,2021-08-01,0.00000000,0.00000000,0,California,Burbank,91501,34.18833900,-118.30094200,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,5303
5393-RXQSZ,2021-08-01,0.00000000,0.00000000,0,California,Taft,93268,35.18483700,-119.40252500,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2199
6110-OHIHY,2021-08-01,0.00000000,0.00000000,0,California,Burney,96013,40.94678500,-121.71948900,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4183
